id,desc
IPR032808,DoxX family
IPR032816,VTT domain
IPR032818,DedA-like
IPR032823,"Branched-chain amino acid ATP-binding cassette transporter, C-terminal"
IPR032828,"tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain"
IPR033132,"Glycosyl hydrolases family 1, N-terminal conserved site"
IPR033134,"Asp/Glu racemase, active site 2"
IPR033136,"NAD-dependent DNA ligase, conserved site"
IPR033247,Transketolase family
IPR033379,Histidine acid phosphatase active site
IPR033424,Membrane-associated sensor domain
IPR033463,Single cache domain 3
IPR033655,"RelA/SpoT, TGS domain"
IPR033704,"dUTPase, trimeric"
IPR033720,"Elongation factor Tu, domain 2"
IPR033749,"Polyprenyl synthetase, conserved site"
IPR033887,PTS system mannose/sorbose specific IIA subunit
IPR033900,"Porin domain, Gram-negative type"
IPR033909,Ribonucleotide reductase small subunit
IPR033919,"Transaldolase/Fructose-6-phosphate aldolase, archaeal/bacterial"
IPR033948,"Electron transfer flavoprotein, beta subunit, N-terminal"
IPR033954,"Disulphide bond isomerase, DsbC/G"
IPR034005,Peptidyl-dipeptidase DCP
IPR034408,Sulphate/thiosulphate-binding site
IPR034457,Organic radical-activating enzymes
IPR034465,Pyruvate formate-lyase activase
IPR034491,Anaerobic Ser-type sulfatase-maturating enzyme
IPR034505,Anaerobic coproporphyrinogen-III oxidase
IPR034593,D-galactonate dehydratase DgoD-like
IPR034598,D-Glucarate dehydratase-like
IPR034690,Endolysin T4 type
IPR034704,Large ribosomal subunit protein bL28/bL31-like superfamily
IPR034746,POTRA domain
IPR034762,"Bacterial/eukaryotic lysine-tRNA ligase, class II"
IPR034804,"Fumarate reductase/succinate dehydrogenase, transmembrane subunit"
IPR034904,Fe-S cluster assembly domain superfamily
IPR035068,"Metalloprotease TldD/PmbA, N-terminal"
IPR035090,Phosphorylase pyridoxal-phosphate attachment site
IPR035093,"Toxin-antitoxin system, RelE/ParE toxin domain superfamily"
IPR035440,"Methyl-accepting chemotaxis protein, four helix bundle domain superfamily"
IPR035461,GmhA/DiaA
IPR035466,"GlmS/AgaS, SIS domain 1"
IPR035472,"RpiR-like, SIS domain"
IPR035474,"KpsF-like, SIS domain"
IPR035490,"GlmS/FrlB, SIS domain 2"
IPR035516,"DNA gyrase/topoisomerase IV, subunit A, C-terminal"
IPR035571,"UPF0234-like, C-terminal"
IPR035587,"DUS-like, FMN-binding domain"
IPR035647,EF-G domain III/V-like
IPR035895,HPr-like superfamily
IPR035901,GIY-YIG endonuclease superfamily
IPR035902,Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily
IPR035903,HesB-like domain superfamily
IPR035906,MetI-like superfamily
IPR035911,"MurE/MurF, N-terminal"
IPR035919,EAL domain superfamily
IPR035926,NusB-like superfamily
IPR035937,"Formamidopyrimidine-DNA glycosylase, N-terminal"
IPR035959,RutC-like superfamily
IPR035965,PAS domain superfamily
IPR035977,Large ribosomal subunit protein bL36 superfamily
IPR035985,Ubiquitin-activating enzyme-like
IPR035994,Nucleoside phosphorylase superfamily
IPR035996,Tetrapyrrole methylase superfamily
IPR036005,Creatinase/aminopeptidase-like
IPR036008,"Aconitase, iron-sulfur domain"
IPR036010,2Fe-2S ferredoxin-like superfamily
IPR036013,Band 7/SPFH domain superfamily
IPR036025,tRNA-splicing ligase RtcB-like superfamily
IPR036034,PDZ superfamily
IPR036038,"Aminotransferase-like, PLP-dependent enzymes"
IPR036046,Acylphosphatase-like domain superfamily
IPR036052,"Tryptophan synthase beta chain-like, PALP domain superfamily"
IPR036059,Metalloprotease TldD/PmbA superfamily
IPR036061,CheW-like domain superfamily
IPR036063,Smr domain superfamily
IPR036065,BolA-like superfamily
IPR036068,"Nicotinate phosphoribosyltransferase-like, C-terminal"
IPR036086,ParB/Sulfiredoxin superfamily
IPR036095,PTS system IIB component-like superfamily
IPR036097,"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily"
IPR036102,OsmC/Ohr superfamily
IPR036111,Malate/L-sulfolactate/L-lactate dehydrogenase-like superfamily
IPR036121,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily"
IPR036129,Glycerate kinase superfamily
IPR036136,Nitrite/Sulfite reductase ferredoxin-like domain superfamily
IPR036138,"Penicillin-binding protein, dimerisation domain superfamily"
IPR036152,Asparaginase/glutaminase-like superfamily
IPR036156,Beta-Galactosidase/glucuronidase domain superfamily
IPR036157,dUTPase-like superfamily
IPR036162,"Resolvase-like, N-terminal catalytic domain superfamily"
IPR036163,Heavy metal-associated domain superfamily
IPR036165,YefM-like superfamily
IPR036188,FAD/NAD(P)-binding domain superfamily
IPR036196,Phosphotyrosine protein phosphatase I superfamily
IPR036197,NarG-like superfamily
IPR036206,Thiamin phosphate synthase superfamily
IPR036217,"Methylated DNA-protein cysteine methyltransferase, DNA binding domain"
IPR036220,"UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily"
IPR036237,Xylose isomerase-like superfamily
IPR036249,Thioredoxin-like superfamily
IPR036250,"Acyl-CoA dehydrogenase-like, C-terminal"
IPR036255,YgfB-like superfamily
IPR036259,MFS transporter superfamily
IPR036263,Chorismate mutase type II superfamily
IPR036264,Bacterial exopeptidase dimerisation domain
IPR036265,HIT-like superfamily
IPR036271,"Tetracyclin repressor-like, C-terminal domain superfamily"
IPR036275,YdgH-like superfamily
IPR036279,"5'-3' exonuclease, C-terminal domain superfamily"
IPR036280,Multiheme cytochrome superfamily
IPR036282,"Glutathione S-transferase, C-terminal domain superfamily"
IPR036286,LexA/Signal peptidase-like superfamily
IPR036291,NAD(P)-binding domain superfamily
IPR036314,"Manganese/iron superoxide dismutase, C-terminal domain superfamily"
IPR036316,"Pili assembly chaperone, C-terminal domain superfamily"
IPR036318,"FAD-binding, type PCMH-like superfamily"
IPR036320,"Glycosyl transferase family 3, N-terminal domain superfamily"
IPR036324,"Manganese/iron superoxide dismutase, N-terminal domain superfamily"
IPR036345,"Exoribonuclease, PH domain 2 superfamily"
IPR036365,PGBD-like superfamily
IPR036366,PGBD superfamily
IPR036380,Isochorismatase-like superfamily
IPR036386,"HscB, C-terminal domain superfamily"
IPR036388,Winged helix-like DNA-binding domain superfamily
IPR036390,Winged helix DNA-binding domain superfamily
IPR036393,Acetylglutamate kinase-like superfamily
IPR036397,Ribonuclease H superfamily
IPR036409,Class II aldolase/adducin N-terminal domain superfamily
IPR036410,"Heat shock protein DnaJ, cysteine-rich domain superfamily"
IPR036411,TorD-like superfamily
IPR036412,HAD-like superfamily
IPR036425,MoaB/Mog-like domain superfamily
IPR036429,SpoA-like superfamily
IPR036452,Ribonucleoside hydrolase-like
IPR036457,PPM-type phosphatase-like domain superfamily
IPR036458,Sodium:dicarboxylate symporter superfamily
IPR036465,von Willebrand factor A-like domain superfamily
IPR036477,"Formyl transferase, N-terminal domain superfamily"
IPR036505,N-acetylmuramoyl-L-alanine amidase/PGRP domain superfamily
IPR036513,STAS domain superfamily
IPR036514,SGNH hydrolase superfamily
IPR036526,Carbon-nitrogen hydrolase superfamily
IPR036527,SCP2 sterol-binding domain superfamily
IPR036551,Flavin prenyltransferase-like
IPR036554,"GHMP kinase, C-terminal domain superfamily"
IPR036565,"Mur-like, catalytic domain superfamily"
IPR036567,Ribosome hibernation promotion factor-like
IPR036568,Gamma-glutamyl cyclotransferase-like superfamily
IPR036589,Homocysteine-binding domain superfamily
IPR036610,PEBP-like superfamily
IPR036615,"Mur ligase, C-terminal domain superfamily"
IPR036618,"PtsI, HPr-binding domain superfamily"
IPR036621,Anticodon-binding domain superfamily
IPR036625,E3-binding domain superfamily
IPR036628,"Clp, N-terminal domain superfamily"
IPR036631,Methylated DNA-protein cysteine methyltransferase domain superfamily
IPR036633,"Orn/Lys/Arg decarboxylase, C-terminal domain superfamily"
IPR036634,PRD domain superfamily
IPR036637,Phosphohistidine domain superfamily
IPR036640,"ABC transporter type 1, transmembrane domain superfamily"
IPR036641,HPT domain superfamily
IPR036651,"Glutamine synthetase, N-terminal domain superfamily"
IPR036653,"CinA-like, C-terminal"
IPR036660,"Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain superfamily"
IPR036661,Luciferase-like domain superfamily
IPR036662,"Phosphotransferase system, mannose-type IIA component superfamily"
IPR036663,"Fumarylacetoacetase-like, C-terminal domain superfamily"
IPR036666,HHA superfamily
IPR036667,"Phosphotransferase system, sorbose subfamily IIB component superfamily"
IPR036676,"PurM-like, C-terminal domain superfamily"
IPR036680,Sporulation-like domain superfamily
IPR036683,"CO dehydrogenase flavoprotein, C-terminal domain superfamily"
IPR036691,Endonuclease/exonuclease/phosphatase superfamily
IPR036696,YdfO-like superfamily
IPR036700,Bacterial OB-fold superfamily
IPR036709,Autotransporter beta-domain superfamily
IPR036721,"Regulator of K+ conductance, C-terminal domain superfamily"
IPR036724,Cobalamin-binding domain superfamily
IPR036735,"NusG, N-terminal domain superfamily"
IPR036736,ACP-like superfamily
IPR036737,OmpA-like domain superfamily
IPR036754,YbaK/aminoacyl-tRNA synthetase-associated domain superfamily
IPR036770,Ankyrin repeat-containing domain superfamily
IPR036775,"DNA polymerase, Y-family, little finger domain superfamily"
IPR036777,"Nucleoside-specific channel-forming protein, Tsx-like superfamily"
IPR036779,LysM domain superfamily
IPR036805,"Transcription elongation factor, GreA/GreB, N-terminal domain superfamily"
IPR036812,NAD(P)-dependent oxidoreductase domain superfamily
IPR036837,"Cation efflux protein, cytoplasmic domain superfamily"
IPR036849,"Enolase-like, C-terminal domain superfamily"
IPR036856,"Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily"
IPR036866,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
IPR036868,TusA-like domain superfamily
IPR036869,Chaperone J-domain superfamily
IPR036873,Rhodanese-like domain superfamily
IPR036874,Carbonic anhydrase superfamily
IPR036876,UVR domain superfamily
IPR036878,Glucose permease domain IIB
IPR036884,[2Fe-2S]-binding domain superfamily
IPR036890,Histidine kinase/HSP90-like ATPase superfamily
IPR036895,Uracil-DNA glycosylase-like domain superfamily
IPR036900,"Alpha-D-phosphohexomutase, C-terminal domain superfamily"
IPR036901,Aspartate/ornithine carbamoyltransferase superfamily
IPR036907,"5'-Nucleotidase, C-terminal domain superfamily"
IPR036908,RlpA-like domain superfamily
IPR036914,Methylglyoxal synthase-like domain superfamily
IPR036918,"Pyruvate kinase, C-terminal domain superfamily"
IPR036921,"PurM-like, N-terminal domain superfamily"
IPR036922,Rieske [2Fe-2S] iron-sulphur domain superfamily
IPR036930,WGR domain superfamily
IPR036937,Fimbrial-type adhesion domain superfamily
IPR036938,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily
IPR036942,"TonB-dependent receptor-like, beta-barrel domain superfamily"
IPR036944,"Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal domain superfamily"
IPR036950,Penicillin binding protein transglycosylase domain
IPR036953,"Transcription elongation factor GreA/GreB, C-terminal domain superfamily"
IPR036962,"Glycoside hydrolase, family 3, N-terminal domain superfamily"
IPR036968,Enolpyruvate transferase domain superfamily
IPR036969,Citrate synthase superfamily
IPR036974,PUA domain superfamily
IPR036979,Chorismate mutase domain superfamily
IPR036986,RNA-binding S4 domain superfamily
IPR036998,"Porin, LamB-type superfamily"
IPR037012,NanQ anomerase/TabA/YiaL superfamily
IPR037024,"[NiFe]-hydrogenase, small subunit, N-terminal domain superfamily"
IPR037027,YqgF/RNase H-like domain superfamily
IPR037042,Transcriptional regulator YdaT-like superfamily
IPR037053,Phage tail collar domain superfamily
IPR037062,"Malic enzyme, N-terminal domain superfamily"
IPR037066,"TonB-dependent receptor, plug domain superfamily"
IPR037069,"Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily"
IPR037099,"Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain superfamily"
IPR037118,"Valyl-tRNA synthetase, tRNA-binding arm superfamily"
IPR037143,4'-phosphopantetheinyl transferase domain superfamily
IPR037148,"[NiFe]-hydrogenase, small subunit, C-terminal domain superfamily"
IPR037150,"Histone-like protein H-NS, C-terminal domain superfamily"
IPR037152,"L-asparaginase, N-terminal domain superfamily"
IPR037165,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily"
IPR037167,"D-Ala-D-Ala carboxypeptidase, C-terminal domain superfamily"
IPR037171,NagB/RpiA transferase-like
IPR037224,"PapC, N-terminal domain superfamily"
IPR037225,"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily"
IPR037232,"NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily"
IPR037233,CcmK-like superfamily
IPR037237,"IlvD/EDD, N-terminal domain"
IPR037257,"Type II secretion system protein GspE, N-terminal superfamily"
IPR037284,"SUF system FeS cluster assembly, SufBD superfamily"
IPR037294,"ABC transporter, BtuC-like"
IPR037518,MPN domain
IPR037523,"Vicinal oxygen chelate (VOC), core domain"
IPR037873,BamE-like
IPR037913,"Small heat shock protein IbpA/IbpB, ACD domain"
IPR037914,SpoVT-AbrB domain superfamily
IPR037923,Transcription regulator HTH-like
IPR037925,"Flagellar hook-basal body protein, FlgE/F/G-like"
IPR037943,"Nitrate reductase alpha subunit-like, MopB domain"
IPR038025,Antitoxin CbeA superfamily
IPR038026,MtlR-like superfamily
IPR038056,YjbR-like superfamily
IPR038063,"L,D-transpeptidase catalytic domain-like"
IPR038071,UROD/MetE-like superfamily
IPR038078,PhoU-like domain superfamily
IPR038135,"Methylthiotransferase, N-terminal domain superfamily"
IPR038177,"Inverse autotransporter, beta-domain superfamily"
IPR038241,Endoribonuclease antitoxin GhoS superfamily
IPR038262,"Nitrate reductase beta, C-terminal domain superfamily"
IPR038266,NapC/NirT cytochrome c superfamily
IPR038297,CcmH/CycL/Ccl2/NrfF domain superfamily
IPR038303,HNS-dependent expression A/B superfamily
IPR038377,Sodium/glucose symporter superfamily
IPR038384,"Formate dehydrogenase, C-terminal domain superfamily"
IPR038390,"Metal-sensitive repressor, helix protomer superfamily"
IPR038488,"Integrase, DNA-binding domain superfamily"
IPR038591,NolW-like superfamily
IPR038612,YkfF-like domain superfamily
IPR038679,Signal transduction protein PmrD superfamily
IPR038765,Papain-like cysteine peptidase superfamily
IPR038770,Sodium/solute symporter superfamily
IPR038972,Inner membrane protein YiaA-like
IPR039052,Antitoxin PemI-like
IPR039261,"Ferredoxin-NADP reductase (FNR), nucleotide-binding domain"
IPR039368,"Acetolactate synthase large subunit, TPP binding domain"
IPR039418,LexA-like
IPR039420,Transcriptional regulatory protein WalR-like
IPR039421,Type 1 protein exporter
IPR039422,Transcription regulators MarR/SlyA-like
IPR039424,Solute-binding protein family 5
IPR039425,RNA polymerase sigma-70-like
IPR039426,TonB-dependent receptor-like
IPR039428,NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like
IPR039556,ICL/PEPM domain
IPR039557,"AHAS, ACT domain"
IPR039651,Protein FixC-like
IPR039672,Lactose permease-like
IPR039697,Iron-type alcohol dehydrogenase-like
IPR039718,Ribonucleoside-diphosphate reductase large subunit
IPR039910,Surface antigen D15-like
IPR040079,Glutathione transferase family
IPR040423,Phosphoethanolamine transferase
IPR040442,Pyruvate kinase-like domain superfamily
IPR040582,"MalK-like, OB fold domain"
IPR040716,"Outer-membrane lipoprotein Wza, C-terminal domain"
IPR040919,"Asparaginase/glutaminase, C-terminal"
IPR041121,"SDH, C-terminal"
IPR041166,"LapB, rubredoxin metal binding domain"
IPR041460,"Molybdopterin oxidoreductase, N-terminal"
IPR041471,"UvrB, interaction domain"
IPR041546,"ClpA/ClpB, AAA lid domain"
IPR041597,"L,D-transpeptidase C-terminal domain"
IPR041602,"Quercetin 2,3-dioxygenase, C-terminal cupin domain"
IPR041698,Methyltransferase domain 25
IPR041709,"Elongation factor Tu (EF-Tu), GTP-binding domain"
IPR041710,HPS/KGPDC domain
IPR041719,"Ferritin, prokaryotic-type"
IPR041720,"Aldolase FbaB-like, archaeal-type"
IPR041743,"Bifunctional aspartokinase/homoserine dehydrogenase, N-terminal catalytic domain"
IPR041854,BFD-like [2Fe-2S]-binding domain superfamily
IPR041954,"Trimethylamine-N-oxide reductase-like, molybdopterin-binding domain"
IPR042092,"Pseudouridine synthase, RsuA/RluB/E/F, catalytic domain"
IPR042094,Type II secretion system GspF domain superfamily
IPR042096,"Dihydroxy-acid dehydratase, C-terminal"
IPR042098,Taurine dioxygenase TauD-like superfamily
IPR042099,"ANL, N-terminal domain"
IPR042101,"Signal recognition particle SRP54, N-terminal domain superfamily"
IPR042105,Large ribosomal subunit protein bL31 superfamily
IPR042112,"Phosphate acetyltransferase, domain 2"
IPR042113,"Phosphate acetyltransferase, domain 1"
IPR042186,"Outer membrane usher protein FimD, plug domain"
IPR042193,"FHIPEP, domain 3"
IPR042194,"FHIPEP, domain 1"
IPR042196,"FHIPEP, domain 4"
IPR042199,"Aspartokinase/Bifunctional aspartokinase/homoserine dehydrogenase, catalytic domain"
IPR042295,"NarX-like, N-terminal domain superfamily"
IPR042297,Antirestriction domain superfamily
IPR043128,Reverse transcriptase/Diguanylate cyclase domain
IPR043129,"ATPase, nucleotide binding domain"
IPR043130,"CDP-alcohol phosphatidyltransferase, transmembrane domain"
IPR043131,"Branched-chain-amino-acid aminotransferase-like, N-terminal"
IPR043132,"Branched-chain-amino-acid aminotransferase-like, C-terminal"
IPR043133,"GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase"
IPR043135,"Ferric-uptake regulator, C-terminal domain"
IPR043142,"PapC-like, C-terminal domain superfamily"
IPR043143,"Malate/L-sulfolactate/L-lactate dehydrogenase-like, NADPH binding domain"
IPR043144,"Malate/L-sulfolactate/L-lactate dehydrogenase-like, alpha-helical domain"
IPR043425,NusG-like
IPR043429,ABC transporter membrane protein permease protein ArtM/GltK/GlnP/TcyL/YhdX-like
IPR043472,Macro domain-like
IPR043502,DNA/RNA polymerase superfamily
IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold"
IPR043519,Nucleotidyltransferase superfamily
IPR043602,IPR043602
IPR043604,"DUF883, N-terminal domain"
IPR043605,"DUF883, C-terminal domain"
IPR043688,SAR-endolysin-like
IPR043990,Autochaperone domain type 1
IPR044068,Core-binding (CB) domain
IPR044136,"Lysine-tRNA ligase, class II, N-terminal"
IPR044144,"UxaA/GarD, SAF domain"
IPR044492,"P-type ATPase, haloacid dehalogenase domain"
IPR044665,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, E. coli cyclophilin A-like"
IPR044751,"Ion transporter-like, CBS domain"
IPR044772,Nitrate transporter
IPR044855,CoA-transferase family III domain 3 superfamily
IPR044856,"Malate synthase, C-terminal superfamily"
IPR044870,Bacterial microcompartment (BMC) circularly permuted domain
IPR044872,"CcmK/CsoS1, bacterial microcompartment domain"
IPR044876,HRDC domain superfamily
IPR044878,UbiA prenyltransferase superfamily
IPR044906,"Nitrate reductase, alpha subunit, N-terminal domain superfamily"
IPR044925,His-Me finger superfamily
IPR045018,Azaguanine-like transporters
IPR045028,"Helicase superfamily 1/2, DinG/Rad3-like"
IPR045078,Sulfurtransferase TST/MPST-like
IPR045087,Multicopper oxidase
IPR045090,Peptidase M3A/M3B
IPR045175,Peptidase M28 family
IPR045229,Thiamine pyrophosphate enzyme
IPR045304,"Serine acetyltransferase, LbH domain"
IPR045324,Small multidrug resistance protein
IPR045351,Domain of unknown function DUF6531
IPR045569,"Metalloprotease TldD/E, C-terminal domain"
IPR045570,"Metalloprotease TldD/E, central domain"
IPR045584,Pilin-like
IPR045600,"RelA/SpoT, AH and RIS domains"
IPR045621,"ABC transporter type 1, GsiC-like, N-terminal domain"
IPR045851,"AMP-binding enzyme, C-terminal domain superfamily"
IPR045853,Peptide chain release factor class I superfamily
IPR045854,Nitrite and sulphite reductase 4Fe-4S domain-like superfamily
IPR045857,"Oligo-1,6-glucosidase, domain 2"
IPR045861,"CorA, cytoplasmic domain"
IPR045863,"CorA, transmembrane region"
IPR045864,Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
IPR045865,ACT-like domain
IPR045886,ThiF/MoeB/HesA family
IPR046335,"Transcriptional regulator LacI/GalR-like, sensor domain"
IPR046342,CBS domain superfamily
IPR046346,"Aminoacid dehydrogenase-like, N-terminal domain superfamily"
IPR046348,SIS domain superfamily
IPR046357,Peptidyl-prolyl cis-trans isomerase domain superfamily
IPR046363,"Malate synthase, N-terminal and TIM-barrel domains"
IPR046373,"Acyl-CoA oxidase/dehydrogenase, middle domain superfamily"
IPR046459,"Capsule biosynthesis GfcC-like, N-terminal"
IPR046809,Lipoprotein YfjS/YafY domain
IPR046867,"Aldehyde oxidase/xanthine dehydrogenase, second molybdopterin binding domain"
IPR046947,Transcriptional regulatory protein LytR-like
IPR046977,rRNA (guanine-N(2)-)-methyltransferase RsmC/RlmG
IPR046980,Glutathione-regulated potassium-efflux system ancillary protein KefG/KefF
IPR047057,MerR transcriptional regulator
IPR047109,Cinnamyl alcohol dehydrogenase-like
IPR047112,ATP-dependent DNA helicase RecG/Transcription-repair-coupling factor
IPR047127,Mutator MutT-like
IPR047207,"Anaerobic sulfatase maturating enzyme, SPASM domain"
IPR047220,"HTH-type transcriptional activator RhaR/RhaS, N-terminal domain"
IPR047296,"UvrC/Cho-like, GIY-YIG domain"
IPR047640,HTH-type transcriptional regulator RpiR-like
IPR047641,"ABC transporter, ATP-binding protein MalK/UgpC-like"
IPR047647,ISAs1 transposase
IPR047807,"Lipoprotein YgdI/YgdR-like, SH3-like domain"
IPR047817,"ABC-2 type transporter, transmembrane domain, bacterial-type"
IPR047818,Inorganic phosphate transporter PitA/PitB
IPR047952,IS4 family transposase
IPR047959,IS5 family transposase
IPR047993,"LysR-type transcriptional regulator TdcA/AbgR, PBP2 domain"
IPR048020,IS3 transposase
IPR048193,YnaM/YnfT
IPR048254,"CDP-alcohol phosphatidyltransferase, conserved site"
IPR048261,"PPIase chaperone SlpA/SlyD-like, insertion domain superfamily"
IPR048300,"TACO1/YebC-like, second and third domains"
IPR048327,"Dyp-type peroxidase, N-terminal domain"
IPR048328,"Dyp-type peroxidase, C-terminal domain"
IPR048332,"D-galactarate/Altronate dehydratase, C-terminal domain"
IPR048355,"Malate synthase, C-terminal domain"
IPR048356,"Malate synthase, N-terminal domain"
IPR048395,"Glycosyl hydrolase family 31, C-terminal domain"
IPR048583,"RNase E/G, thioredoxin-like domain"
IPR048634,"Protein export membrane protein SecD/SecF, C-terminal"
IPR048950,"Ppx/GppA phosphatase, C-terminal"
IPR049083,"TACO1/YebC-like, N-terminal domain"
IPR049142,"Mechanosensitive ion channel, transmembrane helices 2/3"
IPR049278,"Mechanosensitive ion channel MscS, C-terminal domain"
IPR049453,Integral membrane bound transporter domain
IPR049557,Transketolase conserved site
IPR049560,"SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core"
IPR049638,Bifunctional aspartokinase/homoserine dehydrogenase
IPR049704,Aminotransferases class-III pyridoxal-phosphate attachment site
IPR049712,Polysaccharide export protein
IPR049809,"YehF/YfeS-like, WGR domain"
IPR049874,"ROK, conserved site"
IPR049940,Glutamyl-Q tRNA(Asp) synthetase/Glutamate--tRNA ligase
IPR050052,ATP-dependent Clp protease ATP-binding subunit ClpX
IPR050053,ATPase alpha/beta chains
IPR050054,Uracil phosphoribosyltransferase/Adenine phosphoribosyltransferase
IPR050055,Elongation factor Tu GTPase
IPR050057,Prokaryotic/Mitochondrial Release Factor
IPR050061,Peptidoglycan biosynthesis MurCDEF
IPR050065,Bifunctional protein GlmU-like
IPR050066,UvrABC system protein C
IPR050072,"Peptidase M20A family, bacterial cell wall biosynthesis"
IPR050073,2-IPM synthase/homocitrate synthase-like
IPR050077,LexA repressor
IPR050079,DEAD box RNA helicase
IPR050086,Methionine import ATP-binding protein MetN-like
IPR050087,8-amino-7-oxononanoate synthase class-II
IPR050090,Bacterial tyrosine recombinase XerC/XerD complex
IPR050093,"ABC Transporter, Small Molecule Importer"
IPR050097,Ferredoxin--NADP reductase type 2
IPR050099,SIS family GmhA and DiaA subfamilies
IPR050103,Class-III Pyridoxal-phosphate-dependent Aminotransferase
IPR050105,Molybdenum cofactor biosynthesis MoaA/MoaC
IPR050107,ABC transporter carbohydrate import ATP-binding proteins
IPR050109,"HTH-type, TetR-like transcriptional regulator"
IPR050116,DNA polymerase type-Y
IPR050123,Prokaryotic molybdopterin-containing oxidoreductase
IPR050126,Diadenosine polyphosphate hydrolase
IPR050129,Zinc-containing alcohol dehydrogenase
IPR050130,ATP-dependent Clp protease/Chaperone ClpA/ClpB
IPR050136,Fatty acid oxidation complex subunit alpha
IPR050144,AAE Transporter
IPR050147,Serine/Threonine Dehydratase
IPR050151,Class-I pyridine nucleotide-disulfide oxidoreductase
IPR050153,Metal Ion Import ATP-binding
IPR050155,HAD-like hydrolase superfamily
IPR050166,ABC transporter ATP-binding protein
IPR050171,Major Facilitator Superfamily (MFS) Transporters
IPR050172,SsuD/RutA monooxygenase
IPR050176,LysR-type transcriptional regulator
IPR050177,Bifunctional lipid A modification and metabolic enzymes
IPR050180,RNR Ribonuclease
IPR050181,Cold shock domain-containing protein
IPR050188,RluA Pseudouridine Synthase
IPR050189,Major Facilitator Superfamily Efflux Transporters
IPR050197,"Aldolase class II family, sugar metabolism enzymes"
IPR050204,AraC/XylS family transcriptional regulators
IPR050214,Cysteine synthase/Cystathionine beta-synthase
IPR050220,Type II DNA Topoisomerases
IPR050222,Multi Antimicrobial Extrusion (MATE)
IPR050223,D-isomer specific 2-hydroxyacid dehydrogenase
IPR050229,Thiosulfate sulfurtransferase GlpE
IPR050237,ATP-dependent AMP-binding enzyme
IPR050238,DNA Replication and Repair Clamp Loader Complex
IPR050239,"Sigma-70 factor family, RNA polymerase initiation factors"
IPR050244,Autonomous Glycyl Radical Cofactor
IPR050246,Class II Fructose-bisphosphate Aldolase
IPR050251,HpcH/HpaI aldolase
IPR050256,Glycosyltransferase 2
IPR050259,Short-chain dehydrogenases/reductases
IPR050261,FrsA esterase
IPR050263,Bacterial Fimbrial Adherence
IPR050272,Isochorismatase-like hydrolase
IPR050273,GppA/Ppx guanosine pentaphosphate hydrolase
IPR050275,Phosphoglycerate Mutase/Phosphatase
IPR050277,Sodium:Solute Symporter
IPR050286,Gram-negative Bacterial Carbohydrate Uptake Porin
IPR050289,TorD/DmsD family chaperones
IPR050294,Ion-translocating oxidoreductase complex subunit B
IPR050298,Gram-negative bacterial outer membrane porin
IPR050301,Neuropathy target esterase
IPR050303,GatZ/KbaZ carbohydrate metabolism
IPR050312,IolE/XylA/MocC-like
IPR050313,Carbohydrate Metabolism HTH-type Transcriptional Regulators
IPR050319,ABC Transporter ATP-Binding
IPR050321,Glycosyltransferase 2/OpgH subfamily
IPR050322,Iron-sulfur cluster assembly and transfer HesB/IscA
IPR050325,Protein/nucleic acid deglycase
IPR050330,Bacterial Outer Membrane Structural/Functional
IPR050343,Ribosomal RNA Pseudouridine Synthase RsuA
IPR050347,Bacterial Beta-galactosidase
IPR050351,Bacteriophytochrome/Sensor protein kinase WalK/GraS-like
IPR050366,Binding-protein-dependent transport system permease
IPR050367,Amino acid-polyamine-organocation superfamily
IPR050368,Voltage-gated ClC-type chloride channel
IPR050375,Major Facilitator Superfamily TsgA-like
IPR050378,Metallo-dependent Hydrolases Superfamily
IPR050382,Major Facilitator Superfamily Sodium/Anion Cotransporter
IPR050388,"ABC Transporter, Nickel and Peptide Import"
IPR050389,LysR-type Transcriptional Regulators
IPR050393,Membrane Fusion Protein (MFP)
IPR050396,Glycosyltransferase 51/Transpeptidase
IPR050397,Global Transcriptional Regulators in Environmental Response
IPR050399,Phosphocarrier protein HPr
