PMID	title	year	journal	authors
1484496	Proposed nomenclature for the genes involved in molybdenum metabolism in Escherichia coli and Salmonella typhimurium.	1992	Mol Microbiol	Shanmugam KT, Stewart V, Gunsalus RP, Boxer DH, Cole JA, Chippaux M, DeMoss JA, Giordano G, Lin EC, Rajagopalan KV
1702198	Localization of a series of RNA-protein cross-link sites in the 23S and 5S ribosomal RNA from Escherichia coli, induced by treatment of 50S subunits with three different bifunctional reagents.	1990	Nucleic Acids Res	Osswald M, Greuer B, Brimacombe R
1712397	Characterization and sequence of the Escherichia coli stress-induced psp operon.	1991	J Mol Biol	Brissette JL, Weiner L, Ripmaster TL, Model P
1999382	Locations of genes in the nar-adhE region of the Escherichia coli K-12 chromosome.	1991	J Bacteriol	Leonardo MR, Clark DP
2553679	Inhibition of growth of ftsQ, ftsA, and ftsZ mutant cells of Escherichia coli by amplification of a chromosomal region encompassing closely aligned cell division and cell growth genes.	1989	J Bacteriol	Jung HK, Ishino F, Matsuhashi M
3531186	Isolation and characterization of Escherichia coli mutants defective for phenylpropionate degradation.	1986	J Bacteriol	Burlingame RP, Wyman L, Chapman PJ
3892488	Structure of the Escherichia coli S10 ribosomal protein operon.	1985	Nucleic Acids Res	Zurawski G, Zurawski SM
6392823	Mapping of markers in the gyrA-his region of Escherichia coli.	1984	Mol Gen Genet	Middendorf A, Schweizer H, Vreemann J, Boos W
7517390	Genetic analysis of the O-specific lipopolysaccharide biosynthesis region (rfb) of Escherichia coli K-12 W3110: identification of genes that confer group 6 specificity to Shigella flexneri serotypes Y and 4a.	1994	J Bacteriol	Yao Z, Valvano MA
7966317	Computer analysis of bacterial haloacid dehalogenases defines a large superfamily of hydrolases with diverse specificity. Application of an iterative approach to database search.	1994	J Mol Biol	Koonin EV, Tatusov RL
8158647	A mutant hook-associated protein (HAP3) facilitates torsionally induced transformations of the flagellar filament of Escherichia coli.	1994	J Mol Biol	Fahrner KA, Block SM, Krishnaswamy S, Parkinson JS, Berg HC
8830270	A novel DnaA protein-binding site at 94.7 min on the Escherichia coli chromosome.	1996	Mol Microbiol	Kitagawa R, Mitsuki H, Okazaki T, Ogawa T
8932697	Novel phosphotransferase genes revealed by bacterial genome sequencing: a gene cluster encoding a putative N-acetylgalactosamine metabolic pathway in Escherichia coli.	1996	Microbiology (Reading)	Reizer J, Ramseier TM, Reizer A, Charbit A, Saier MH
9409145	Arac/XylS family of transcriptional regulators.	1997	Microbiol Mol Biol Rev	Gallegos MT, Schleif R, Bairoch A, Hofmann K, Ramos JL
9573142	Regulation of the carnitine pathway in Escherichia coli: investigation of the cai-fix divergent promoter region.	1998	J Bacteriol	Buchet A, Eichler K, Mandrand-Berthelot MA
9880556	Cross-induction of glc and ace operons of Escherichia coli attributable to pathway intersection. Characterization of the glc promoter.	1999	J Biol Chem	Pellicer MT, Fernandez C, Badía J, Aguilar J, Lin EC, Baldom L
10082980	Phylogenetic characterization of novel transport protein families revealed by genome analyses.	1999	Biochim Biophys Acta	Saier MH, Eng BH, Fard S, Garg J, Haggerty DA, Hutchinson WJ, Jack DL, Lai EC, Liu HJ, Nusinew DP, Omar AM, Pao SS, Paulsen IT, Quan JA, Sliwinski M, Tseng TT, Wachi S, Young GB
10480935	Molecular characterization of the PmrA regulon.	1999	J Biol Chem	Wösten MM, Groisman EA
10931310	Pathways for the utilization of N-acetyl-galactosamine and galactosamine in Escherichia coli.	2000	Mol Microbiol	Brinkkötter A, Klöss H, Alpert C, Lengeler JW
11101675	A method for direct cloning of fur-regulated genes: identification of seven new fur-regulated loci in Escherichia coli.	2000	Microbiology (Reading)	Vassinova N, Kozyrev D
11479697	Sulfonate-sulfur metabolism and its regulation in Escherichia coli.	2001	Arch Microbiol	van der Ploeg JR, Eichhorn E, Leisinger T
11756427	Subdivision of the helix-turn-helix GntR family of bacterial regulators in the FadR, HutC, MocR, and YtrA subfamilies.	2002	J Biol Chem	Rigali S, Derouaux A, Giannotta F, Dusart J
11844765	Positive growth rate-dependent regulation of the pdxA, ksgA, and pdxB genes of Escherichia coli K-12.	2002	J Bacteriol	Pease AJ, Roa BR, Luo W, Winkler ME
11917098	A small RNA regulates the expression of genes involved in iron metabolism in Escherichia coli.	2002	Proc Natl Acad Sci U S A	Massé E, Gottesman S
12068813	The datA locus predominantly contributes to the initiator titration mechanism in the control of replication initiation in Escherichia coli.	2002	Mol Microbiol	Ogawa T, Yamada Y, Kuroda T, Kishi T, Moriya S
12107134	The baeSR two-component regulatory system activates transcription of the yegMNOB (mdtABCD) transporter gene cluster in Escherichia coli and increases its resistance to novobiocin and deoxycholate.	2002	J Bacteriol	Baranova N, Nikaido H
12456787	Regulation of bacterial drug export systems.	2002	Microbiol Mol Biol Rev	Grkovic S, Brown MH, Skurray RA
12480890	Involvement of a putative molybdenum enzyme in the reduction of selenate by Escherichia coli.	2002	Microbiology (Reading)	Bébien M, Kirsch J, Méjean V, Verméglio A
12486015	Modulation of DNA repair by mutations flanking the DNA channel through RNA polymerase.	2002	EMBO J	Trautinger BW, Lloyd RG
12535077	A new Escherichia coli metabolic competency: growth on fatty acids by a novel anaerobic beta-oxidation pathway.	2003	Mol Microbiol	Campbell JW, Morgan-Kiss RM, Cronan JE
12581159	Instability of sensory histidine kinase mRNAs in Escherichia coli.	2003	Genes Cells	Aiso T, Ohki R
12746439	Global iron-dependent gene regulation in Escherichia coli. A new mechanism for iron homeostasis.	2003	J Biol Chem	McHugh JP, Rodríguez-Quinoñes F, Abdul-Tehrani H, Svistunenko DA, Poole RK, Cooper CE, Andrews SC
12813061	Identification and molecular characterization of the Mg2+ stimulon of Escherichia coli.	2003	J Bacteriol	Minagawa S, Ogasawara H, Kato A, Yamamoto K, Eguchi Y, Oshima T, Mori H, Ishihama A, Utsumi R
14209328	STUDIES ON THE PYRIDINE NUCLEOTIDE SPECIFICITY OF NITRATE REDUCTASE IN HIGHER PLANTS AND ITS RELATIONSHIP TO SULFHYDRYL LEVEL.	1964	Biochim Biophys Acta	BEEVERS L, FLESHER D, HAGEMAN RH
14702328	Expression and regulation of a silent operon, hyf, coding for hydrogenase 4 isoenzyme in Escherichia coli.	2004	J Bacteriol	Self WT, Hasona A, Shanmugam KT
15028694	Protective role for H-NS protein in IS1 transposition.	2004	J Bacteriol	Rouquette C, Serre MC, Lane D
15060041	Identification of a phosphotransferase system of Escherichia coli required for growth on N-acetylmuramic acid.	2004	J Bacteriol	Dahl U, Jaeger T, Nguyen BT, Sattler JM, Mayer C
15130116	Cell-to-cell signalling in Escherichia coli and Salmonella enterica.	2004	Mol Microbiol	Ahmer BM
15150243	The ETT2 gene cluster, encoding a second type III secretion system from Escherichia coli, is present in the majority of strains but has undergone widespread mutational attrition.	2004	J Bacteriol	Ren CP, Chaudhuri RR, Fivian A, Bailey CM, Antonio M, Barnes WM, Pallen MJ
15357303	Factors influencing preferential utilization of RNA polymerase containing sigma-38 in stationary-phase gene expression in Escherichia coli.	2004	J Microbiol	Kim EY, Shin MS, Rhee JH, Choy HE
15387814	Measurement of SOS expression in individual Escherichia coli K-12 cells using fluorescence microscopy.	2004	Mol Microbiol	McCool JD, Long E, Petrosino JF, Sandler HA, Rosenberg SM, Sandler SJ
15466053	Genome-wide transcriptional analysis of the cold shock response in wild-type and cold-sensitive, quadruple-csp-deletion strains of Escherichia coli.	2004	J Bacteriol	Phadtare S, Inouye M
15476890	Illegitimate recombination mediated by double-strand break and end-joining in Escherichia coli.	2004	Adv Biophys	Ikeda H, Shiraishi K, Ogata Y
15525706	RNA chaperone activity of large ribosomal subunit proteins from Escherichia coli.	2004	RNA	Semrad K, Green R, Schroeder R
15561151	The outer membrane usher forms a twin-pore secretion complex.	2004	J Mol Biol	Li H, Qian L, Chen Z, Thibault D, Liu G, Liu T, Thanassi DG
15667278	Common principles in the biosynthesis of diverse enzymes.	2005	Biochem Soc Trans	Jack RL, Dubini A, Palmer T, Sargent F
15743955	Cyclic AMP (cAMP) and cAMP receptor protein influence both synthesis and uptake of extracellular autoinducer 2 in Escherichia coli.	2005	J Bacteriol	Wang L, Hashimoto Y, Tsao CY, Valdes JJ, Bentley WE
15853876	The role of nucleoid-associated proteins in the organization and compaction of bacterial chromatin.	2005	Mol Microbiol	Dame RT
16030220	Identification of an Escherichia coli operon required for formation of the O-antigen capsule.	2005	J Bacteriol	Peleg A, Shifrin Y, Ilan O, Nadler-Yona C, Nov S, Koby S, Baruch K, Altuvia S, Elgrably-Weiss M, Abe CM, Knutton S, Saper MA, Rosenshine I
16115199	Systematic search for the Cra-binding promoters using genomic SELEX system.	2005	Genes Cells	Shimada T, Fujita N, Maeda M, Ishihama A
16153172	Biogenesis of inner membrane proteins in Escherichia coli.	2005	Annu Rev Microbiol	Luirink J, von Heijne G, Houben E, de Gier JW
16263707	A quantitative approach to catabolite repression in Escherichia coli.	2006	J Biol Chem	Bettenbrock K, Fischer S, Kremling A, Jahreis K, Sauter T, Gilles ED
16573686	Analysis of the requirements for pilus biogenesis at the outer membrane usher and the function of the usher C-terminus.	2006	Mol Microbiol	So SS, Thanassi DG
16771665	In vivo requirement for glutaredoxins and thioredoxins in the reduction of the ribonucleotide reductases of Escherichia coli.	2006	Antioxid Redox Signal	Gon S, Faulkner MJ, Beckwith J
16879983	The architectural role of nucleoid-associated proteins in the organization of bacterial chromatin: a molecular perspective.	2006	J Struct Biol	Luijsterburg MS, Noom MC, Wuite GJ, Dame RT
16980477	The Escherichia coli GTPase CgtAE is involved in late steps of large ribosome assembly.	2006	J Bacteriol	Jiang M, Datta K, Walker A, Strahler J, Bagamasbad P, Andrews PC, Maddock JR
16986629	Unravelling the regulatory structure of biochemical networks using stimulus response experiments and large-scale model selection.	2006	Syst Biol (Stevenage)	Wahl SA, Haunschild MD, Oldiges M, Wiechert W
17010156	Cyclic-di-GMP-mediated signalling within the sigma network of Escherichia coli.	2006	Mol Microbiol	Weber H, Pesavento C, Possling A, Tischendorf G, Hengge R
17079680	Salmonella produces an O-antigen capsule regulated by AgfD and important for environmental persistence.	2006	J Bacteriol	Gibson DL, White AP, Snyder SD, Martin S, Heiss C, Azadi P, Surette M, Kay WW
17113994	Pseudouridine synthases.	2006	Chem Biol	Hamma T, Ferré-D'Amaré AR
17215254	DnaK plays a pivotal role in Tat targeting of CueO and functions beside SlyD as a general Tat signal binding chaperone.	2007	J Biol Chem	Graubner W, Schierhorn A, Brüser T
17337586	Identification of novel Escherichia coli ribosome-associated proteins using isobaric tags and multidimensional protein identification techniques.	2007	J Bacteriol	Jiang M, Sullivan SM, Walker AK, Strahler JR, Andrews PC, Maddock JR
17447862	The RNA degradosome of Escherichia coli: an mRNA-degrading machine assembled on RNase E.	2007	Annu Rev Microbiol	Carpousis AJ
17884825	Multicopy suppression underpins metabolic evolvability.	2007	Mol Biol Evol	Patrick WM, Quandt EM, Swartzlander DB, Matsumura I
17919278	Nitrosative stress treatment of E. coli targets distinct set of thiol-containing proteins.	2007	Mol Microbiol	Brandes N, Rinck A, Leichert LI, Jakob U
18765794	Inverse regulatory coordination of motility and curli-mediated adhesion in Escherichia coli.	2008	Genes Dev	Pesavento C, Becker G, Sommerfeldt N, Possling A, Tschowri N, Mehlis A, Hengge R
19132928	From proteome to genome for functional characterization of pH-dependent outer membrane proteins in Escherichia coli.	2009	J Proteome Res	Wu L, Lin XM, Peng XX
19240136	The BLUF-EAL protein YcgF acts as a direct anti-repressor in a blue-light response of Escherichia coli.	2009	Genes Dev	Tschowri N, Busse S, Hengge R
20196076	Bridging the gap: a GFP-based strategy for overexpression and purification of membrane proteins with intra and extracellular C-termini.	2010	Protein Sci	Hsieh JM, Besserer GM, Madej MG, Bui HQ, Kwon S, Abramson J
21778229	Membrane localization of small proteins in Escherichia coli.	2011	J Biol Chem	Fontaine F, Fuchs RT, Storz G
22534293	Comparative analysis of envelope proteomes in Escherichia coli B and K-12 strains.	2012	J Microbiol Biotechnol	Han MJ, Lee SY, Hong SH
350831	Genes for the hook-basal body proteins of the flagellar apparatus in Escherichia coli.	1978	J Bacteriol	Komeda Y, Silverman M, Matsumura P, Simon M
1348243	Role of the rfaG and rfaP genes in determining the lipopolysaccharide core structure and cell surface properties of Escherichia coli K-12.	1992	J Bacteriol	Parker CT, Kloser AW, Schnaitman CA, Stein MA, Gottesman S, Gibson BW
1531480	Coordinated leading- and lagging-strand synthesis at the Escherichia coli DNA replication fork. III. A polymerase-primase interaction governs primer size.	1992	J Biol Chem	Zechner EL, Wu CA, Marians KJ
1625581	Mutational analysis of the operon (hyc) determining hydrogenase 3 formation in Escherichia coli.	1992	Mol Microbiol	Sauter M, Böhm R, Böck A
1812811	Regulation of gene expression in fermentative and respiratory systems in Escherichia coli and related bacteria.	1991	Annu Rev Genet	Lin EC, Iuchi S
1852601	Sequence, structural and evolutionary relationships between class 2 aminoacyl-tRNA synthetases.	1991	Nucleic Acids Res	Cusack S, Härtlein M, Leberman R
1856179	The malX malY operon of Escherichia coli encodes a novel enzyme II of the phosphotransferase system recognizing glucose and maltose and an enzyme abolishing the endogenous induction of the maltose system.	1991	J Bacteriol	Reidl J, Boos W
2660107	The complete nucleotide sequence of the tdc region of Escherichia coli.	1989	Nucleic Acids Res	Schweizer HP, Datta P
3293911	Methionine biosynthesis in Enterobacteriaceae: biochemical, regulatory, and evolutionary aspects.	1988	CRC Crit Rev Biochem	Saint-Girons I, Parsot C, Zakin MM, Bârzu O, Cohen GN
5246560	A deletion analysis of prophage lambda and adjacent genetic regions.	1968	Proc Natl Acad Sci U S A	Adhya S, Cleary P, Campbell A
6307970	Genetics of methyl-accepting chemotaxis proteins in Escherichia coli: organization of the tar region.	1983	J Bacteriol	Slocum MK, Parkinson JS
6318052	The promoters of the atp operon of Escherichia coli K12.	1984	Mol Gen Genet	Nielsen J, Jørgensen BB, van Meyenburg KV, Hansen FG
6379605	Nucleotide sequence of the rpoA-rplQ DNA of Escherichia coli: a second regulatory binding site for protein S4?	1984	Nucleic Acids Res	Meek DW, Hayward RS
7851435	Characterisation of a protease from Escherichia coli involved in hydrogenase maturation.	1995	Eur J Biochem	Rossmann R, Maier T, Lottspeich F, Böck A
8019415	Novel phosphotransferase system genes revealed by bacterial genome analysis: unique, putative fructose- and glucoside-specific systems.	1994	Protein Sci	Reizer J, Michotey V, Reizer A, Saier MH
8057356	In vitro interaction of nitrate-responsive regulatory protein NarL with DNA target sequences in the fdnG, narG, narK and frdA operon control regions of Escherichia coli K-12.	1994	J Mol Biol	Li J, Kustu S, Stewart V
8300516	Mutations in a gene encoding a new Hsp70 suppress rapid DNA inversion and bgl activation, but not proU derepression, in hns-1 mutant Escherichia coli.	1994	J Bacteriol	Kawula TH, Lelivelt MJ
8455549	Function of the Escherichia coli nucleoid protein, H-NS: molecular analysis of a subset of proteins whose expression is enhanced in a hns deletion mutant.	1993	Mol Gen Genet	Yoshida T, Ueguchi C, Yamada H, Mizuno T
9004408	Bacterial polysaccharide synthesis and gene nomenclature.	1996	Trends Microbiol	Reeves PR, Hobbs M, Valvano MA, Skurnik M, Whitfield C, Coplin D, Kido N, Klena J, Maskell D, Raetz CR, Rick PD
9037773	Organization of the nar genes at the chlZ locus.	1997	FEMS Microbiol Lett	Bonnefoy V, Ratouchniak J, Blasco F, Chippaux M
9068659	Characterization of the tol-pal and cyd region of Escherichia coli K-12: transcript analysis and identification of two new proteins encoded by the cyd operon.	1997	J Bacteriol	Muller MM, Webster RE
9172436	Regulatory components, including integration host factor, CysB and H-NS, that influence pH responses in Escherichia coli.	1997	Lett Appl Microbiol	Rowbury RJ
9344750	Residues of the cytoplasmic domain of MotA essential for torque generation in the bacterial flagellar motor.	1997	J Mol Biol	Zhou J, Blair DF
9484901	Novel keto acid formate-lyase and propionate kinase enzymes are components of an anaerobic pathway in Escherichia coli that degrades L-threonine to propionate.	1998	Mol Microbiol	Hesslinger C, Fairhurst SA, Sawers G
9525947	A rare 920-kilobase chromosomal inversion mediated by IS1 transposition causes constitutive expression of the yiaK-S operon for carbohydrate utilization in Escherichia coli.	1998	J Biol Chem	Badía J, Ibáñez E, Sabaté M, Baldomà L, Aguilar J
9529891	Growth of the stress-bearing and shape-maintaining murein sacculus of Escherichia coli.	1998	Microbiol Mol Biol Rev	Höltje JV
9629924	Extraction of membrane proteins by differential solubilization for separation using two-dimensional gel electrophoresis.	1998	Electrophoresis	Molloy MP, Herbert BR, Walsh BJ, Tyler MI, Traini M, Sanchez JC, Hochstrasser DF, Williams KL, Gooley AA
9650256	Phosphate-independent expression of the carbon-phosphorus lyase activity of Escherichia coli.	1998	Appl Microbiol Biotechnol	Yakovleva GM, Kim SK, Wanner BL
9703244	Alteration in levels of unsaturated fatty acids in mutants of Escherichia coli defective in DNA replication.	1998	Biol Pharm Bull	Suzuki E, Kondo T, Makise M, Mima S, Sakamoto K, Tsuchiya T, Mizushima T
9791174	Genetic analysis of Escherichia coli biofilm formation: roles of flagella, motility, chemotaxis and type I pili.	1998	Mol Microbiol	Pratt LA, Kolter R
10049367	Components of the Salmonella flagellar export apparatus and classification of export substrates.	1999	J Bacteriol	Minamino T, Macnab RM
10447893	sbcB sbcC null mutations allow RecF-mediated repair of arrested replication forks in rep recBC mutants.	1999	Mol Microbiol	Bidnenko V, Seigneur M, Penel-Colin M, Bouton MF, Dusko Ehrlich S, Michel B
10515915	rpoS function is essential for bgl silencing caused by C-terminally truncated H-NS in Escherichia coli.	1999	J Bacteriol	Ohta T, Ueguchi C, Mizuno T
10572302	A new essential gene of the 'minimal genome' affecting cell division.	1999	Biochimie	Dassain M, Leroy A, Colosetti L, Carolé S, Bouché JP
10585849	Polyamine transport in bacteria and yeast.	1999	Biochem J	Igarashi K, Kashiwagi K
10736652	Baby fat is cute, but chubby kids may be in danger.	2000	ASDC J Dent Child	Waldman HB
10769117	Discovering new enzymes and metabolic pathways: conversion of succinate to propionate by Escherichia coli.	2000	Biochemistry	Haller T, Buckel T, Rétey J, Gerlt JA
10913096	Regulation of expression of the yiaKLMNOPQRS operon for carbohydrate utilization in Escherichia coli: involvement of the main transcriptional factors.	2000	J Bacteriol	Ibañez E, Campos E, Baldoma L, Aguilar J, Badia J
10931286	ClpB and HtpG facilitate de novo protein folding in stressed Escherichia coli cells.	2000	Mol Microbiol	Thomas JG, Baneyx F
10931315	Resolution of holliday junctions by RuvABC prevents dimer formation in rep mutants and UV-irradiated cells.	2000	Mol Microbiol	Michel B, Recchia GD, Penel-Colin M, Ehrlich SD, Sherratt DJ
10940035	Domain structure of Salmonella FlhB, a flagellar export component responsible for substrate specificity switching.	2000	J Bacteriol	Minamino T, Macnab RM
10944190	Molecular characterization and assembly of the needle complex of the Salmonella typhimurium type III protein secretion system.	2000	Proc Natl Acad Sci U S A	Kubori T, Sukhan A, Aizawa SI, Galán JE
11056060	A comparative study of global stress gene regulation in response to overexpression of recombinant proteins in Escherichia coli.	2000	Metab Eng	Gill RT, Valdes JJ, Bentley WE
11361065	Routes for fructose utilization by Escherichia coli.	2001	J Mol Microbiol Biotechnol	Kornberg HL
11436549	[Homologous recombination and chromosomal rearrangements in Escherichia coli strains carrying a heterozygous tandem duplication].	2001	Genetika	Sukhodolets VV, Botina SG, Trenina MA, Ukhabotina LS
11669643	Targeted disulfide cross-linking of the MotB protein of Escherichia coli: evidence for two H(+) channels in the stator Complex.	2001	Biochemistry	Braun TF, Blair DF
11929519	Replication restart in UV-irradiated Escherichia coli involving pols II, III, V, PriA, RecA and RecFOR proteins.	2002	Mol Microbiol	Rangarajan S, Woodgate R, Goodman MF
11967083	Roles of NapF, NapG and NapH, subunits of the Escherichia coli periplasmic nitrate reductase, in ubiquinol oxidation.	2002	Mol Microbiol	Brondijk TH, Fiegen D, Richardson DJ, Cole JA
11981561	An array of target-specific screening strains for antibacterial discovery.	2002	Nat Biotechnol	DeVito JA, Mills JA, Liu VG, Agarwal A, Sizemore CF, Yao Z, Stoughton DM, Cappiello MG, Barbosa MD, Foster LA, Pompliano DL
12111724	The folic acid biosynthesis pathway in bacteria: evaluation of potential for antibacterial drug discovery.	2002	Bioessays	Bermingham A, Derrick JP
12369934	Chaperone-assisted protein folding in the cell cytoplasm.	2001	Curr Protein Pept Sci	Houry WA
12399477	Effects of multiple deletions of murein hydrolases on viability, septum cleavage, and sensitivity to large toxic molecules in Escherichia coli.	2002	J Bacteriol	Heidrich C, Ursinus A, Berger J, Schwarz H, Höltje JV
12399496	Bacterial outer membrane ushers contain distinct targeting and assembly domains for pilus biogenesis.	2002	J Bacteriol	Thanassi DG, Stathopoulos C, Dodson K, Geiger D, Hultgren SJ
12486047	Global role for ClpP-containing proteases in stationary-phase adaptation of Escherichia coli.	2003	J Bacteriol	Weichart D, Querfurth N, Dreger M, Hengge-Aronis R
12644495	The ascorbate transporter of Escherichia coli.	2003	J Bacteriol	Zhang Z, Aboulwafa M, Smith MH, Saier MH
12665241	Degradation of mRNA in Escherichia coli.	2002	IUBMB Life	Jain C
12730179	Genes of the GadX-GadW regulon in Escherichia coli.	2003	J Bacteriol	Tucker DL, Tucker N, Ma Z, Foster JW, Miranda RL, Cohen PS, Conway T
12914674	Application of comparative genomics in the identification and analysis of novel families of membrane-associated receptors in bacteria.	2003	BMC Genomics	Anantharaman V, Aravind L
14523117	The curli biosynthesis regulator CsgD co-ordinates the expression of both positive and negative determinants for biofilm formation in Escherichia coli.	2003	Microbiology (Reading)	Brombacher E, Dorel C, Zehnder AJB, Landini P
14663069	Use of a two-hybrid assay to study the assembly of a complex multicomponent protein machinery: bacterial septosome differentiation.	2003	Microbiology (Reading)	Di Lallo G, Fagioli M, Barionovi D, Ghelardini P, Paolozzi L
14705928	Solubilization and purification of the MotA/MotB complex of Escherichia coli.	2004	Biochemistry	Kojima S, Blair DF
14973023	Role of histone-like protein H-NS in multidrug resistance of Escherichia coli.	2004	J Bacteriol	Nishino K, Yamaguchi A
14996803	Regulation of expression of the divergent ulaG and ulaABCDEF operons involved in LaAscorbate dissimilation in Escherichia coli.	2004	J Bacteriol	Campos E, Baldoma L, Aguilar J, Badia J
15090512	The protease Lon and the RNA-binding protein Hfq reduce silencing of the Escherichia coli bgl operon by H-NS.	2004	J Bacteriol	Dole S, Klingen Y, Nagarajavel V, Schnetz K
15158257	Metabolic flux analysis for a ppc mutant Escherichia coli based on 13C-labelling experiments together with enzyme activity assays and intracellular metabolite measurements.	2004	FEMS Microbiol Lett	Peng L, Arauzo-Bravo MJ, Shimizu K
15165230	Screening for synthetic lethal mutants in Escherichia coli and identification of EnvC (YibP) as a periplasmic septal ring factor with murein hydrolase activity.	2004	Mol Microbiol	Bernhardt TG, de Boer PA
15177181	Spontaneous and cisplatin-induced recombination in Escherichia coli.	2004	DNA Repair (Amst)	Nowosielska A, Calmann MA, Zdraveski Z, Essigmann JM, Marinus MG
15238230	Effects of a static magnetic field on cell growth and gene expression in Escherichia coli.	2004	Mutat Res	Potenza L, Ubaldi L, De Sanctis R, De Bellis R, Cucchiarini L, Dachà M
15257457	The genes and enzymes for the catabolism of galactitol, D-tagatose, and related carbohydrates in Klebsiella oxytoca M5a1 and other enteric bacteria display convergent evolution.	2004	Mol Genet Genomics	Shakeri-Garakani A, Brinkkötter A, Schmid K, Turgut S, Lengeler JW
15308764	SOS response induction by beta-lactams and bacterial defense against antibiotic lethality.	2004	Science	Miller C, Thomsen LE, Gaggero C, Mosseri R, Ingmer H, Cohen SN
15385959	Coordinating assembly and export of complex bacterial proteins.	2004	EMBO J	Jack RL, Buchanan G, Dubini A, Hatzixanthis K, Palmer T, Sargent F
15485810	Identification of a new member of the phage shock protein response in Escherichia coli, the phage shock protein G (PspG).	2004	J Biol Chem	Lloyd LJ, Jones SE, Jovanovic G, Gyaneshwar P, Rolfe MD, Thompson A, Hinton JC, Buck M
15493325	Illegitimate recombination mediated by double-strand break and end-joining in Escherichia coli.	2004	Adv Biophys	Ikeda H, Shiraishi K, Ogata Y
15539117	Receptor clustering and signal processing in E. coli chemotaxis.	2004	Trends Microbiol	Sourjik V
15546870	New genes implicated in the protection of anaerobically grown Escherichia coli against nitric oxide.	2005	J Biol Chem	Justino MC, Vicente JB, Teixeira M, Saraiva LM
15598612	The TAO-Gen algorithm for identifying gene interaction networks with application to SOS repair in E. coli.	2004	Environ Health Perspect	Yamanaka T, Toyoshiba H, Sone H, Parham FM, Portier CJ
15601708	Regulation of uptake and processing of the quorum-sensing autoinducer AI-2 in Escherichia coli.	2005	J Bacteriol	Xavier KB, Bassler BL
15761956	Ampicillin/penicillin-binding protein interactions as a model drug-target system to optimize affinity pull-down and mass spectrometric strategies for target and pathway identification.	2005	Proteomics	von Rechenberg M, Blake BK, Ho YS, Zhen Y, Chepanoske CL, Richardson BE, Xu N, Kery V
15774864	Interaction network among Escherichia coli membrane proteins involved in cell division as revealed by bacterial two-hybrid analysis.	2005	J Bacteriol	Karimova G, Dautin N, Ladant D
15941987	Binding and transcriptional activation of non-flagellar genes by the Escherichia coli flagellar master regulator FlhD2C2.	2005	Microbiology (Reading)	Stafford GP, Ogi T, Hughes C
16112649	The mono-ADP-ribosyltransferases Alt and ModB of bacteriophage T4: target proteins identified.	2005	Biochem Biophys Res Commun	Depping R, Lohaus C, Meyer HE, Rüger W
16291689	A degenerate type III secretion system from septicemic Escherichia coli contributes to pathogenesis.	2005	J Bacteriol	Ideses D, Gophna U, Paitan Y, Chaudhuri RR, Pallen MJ, Ron EZ
16429150	Identification and evolution of dual-topology membrane proteins.	2006	Nat Struct Mol Biol	Rapp M, Granseth E, Seppälä S, von Heijne G
16490356	Stepwise evolution of the Sec machinery in Proteobacteria.	2006	Trends Microbiol	van der Sluis EO, Driessen AJ
16905647	The housekeeping dipeptide permease is the Escherichia coli heme transporter and functions with two optional peptide binding proteins.	2006	Proc Natl Acad Sci U S A	Létoffé S, Delepelaire P, Wandersman C
16949608	Two parts of the T3S4 domain of the hook-length control protein FliK are essential for the substrate specificity switching of the flagellar type III export apparatus.	2006	J Mol Biol	Minamino T, Ferris HU, Moriya N, Kihara M, Namba K
17066380	Evidence for a novel domain of bacterial outer membrane ushers.	2006	Proteins	Capitani G, Eidam O, Grütter MG
17088549	Systems approach to refining genome annotation.	2006	Proc Natl Acad Sci U S A	Reed JL, Patel TR, Chen KH, Joyce AR, Applebee MK, Herring CD, Bui OT, Knight EM, Fong SS, Palsson BO
17455763	Cold shock proteins aid coupling of transcription and translation in bacteria.	2007	Sci Prog	El-Sharoud WM, Graumann PL
17509919	Multi-dimensional gene target search for improving lycopene biosynthesis in Escherichia coli.	2007	Metab Eng	Jin YS, Stephanopoulos G
17513477	What is the benefit to Escherichia coli of having multiple toxin-antitoxin systems in its genome?	2007	J Bacteriol	Tsilibaris V, Maenhaut-Michel G, Mine N, Van Melderen L
17609145	Phenotypic suppression methods for analyzing intra- and inter-molecular signaling interactions of chemoreceptors.	2007	Methods Enzymol	Ames P, Parkinson JS
17659286	The system biology of thiol redox system in Escherichia coli and yeast: differential functions in oxidative stress, iron metabolism and DNA synthesis.	2007	FEBS Lett	Toledano MB, Kumar C, Le Moan N, Spector D, Tacnet F
17919280	RutR is the uracil/thymine-sensing master regulator of a set of genes for synthesis and degradation of pyrimidines.	2007	Mol Microbiol	Shimada T, Hirao K, Kori A, Yamamoto K, Ishihama A
17932052	Deficiency of RecA-dependent RecFOR and RecBCD pathways causes increased instability of the (GAA*TTC)n sequence when GAA is the lagging strand template.	2007	Nucleic Acids Res	Pollard LM, Chutake YK, Rindler PM, Bidichandani SI
18036138	The disulphide isomerase DsbC cooperates with the oxidase DsbA in a DsbD-independent manner.	2008	Mol Microbiol	Vertommen D, Depuydt M, Pan J, Leverrier P, Knoops L, Szikora JP, Messens J, Bardwell JC, Collet JF
